confronto,competicao,horario_brt,casa,odd_1,odd_x,odd_2,justo_1,justo_x,justo_2,linha_total_gols,odd_total_gols_0,odd_total_gols_1,odd_total_gols_2,justo_total_gols_0,justo_total_gols_1,justo_total_gols_2,linha_total_gols_1t,odd_total_gols_1t_0,odd_total_gols_1t_1,odd_total_gols_1t_2,justo_total_gols_1t_0,justo_total_gols_1t_1,justo_total_gols_1t_2,linha_dupla_chance,odd_dupla_chance_0,odd_dupla_chance_1,odd_dupla_chance_2,justo_dupla_chance_0,justo_dupla_chance_1,justo_dupla_chance_2,linha_dnb,odd_dnb_0,odd_dnb_1,odd_dnb_2,justo_dnb_0,justo_dnb_1,justo_dnb_2,linha_btts,odd_btts_0,odd_btts_1,odd_btts_2,justo_btts_0,justo_btts_1,justo_btts_2
Aserri - Futbol Consultants Desamparados,Liga de Ascenso,08/08 16:00,Betano,3.35,3.4,1.93,0.261,0.257,0.482,2.5,1.7,1.93,,0.537,0.463,,1.5,2.37,1.42,,0.348,0.652,,,1.7,1.26,1.27,0.146,0.433,0.421,,2.4,1.44,,0.352,0.648,,,,,,,,
NK Lokomotiva Zagreb - HNK Gorica,HNL,08/08 16:00,Betano,2.02,3.35,3.6,0.471,0.274,0.254,2.5,1.85,1.9,,0.507,0.493,,0.5,1.42,2.72,,0.675,0.325,,,1.31,1.31,1.8,0.423,0.423,0.154,,1.47,2.55,,0.650,0.350,,,1.67,2.07,,0.560,0.440,
Aarhus Fremad - HB Koge,1. division,08/08 09:00,Betano,1.75,3.8,4.3,0.550,0.240,0.210,2.5,1.72,2.05,,0.548,0.452,,1.5,2.55,1.47,,0.350,0.650,,,1.24,1.25,2.12,0.471,0.458,0.072,,1.33,3.15,,0.725,0.275,,,1.67,2.07,,0.560,0.440,
Hobro IK - AB Gladsaxe,1. division,08/08 11:00,Betano,2.22,3.55,2.95,0.427,0.258,0.315,2.5,1.8,1.93,,0.519,0.481,,1.5,2.67,1.44,,0.334,0.666,,,1.42,1.28,1.67,0.335,0.463,0.202,,1.65,2.15,,0.573,0.427,,,1.67,2.07,,0.560,0.440,
VSK Aarhus - BK Fremad Amager,2. division,08/08 08:30,Betano,2.12,3.25,3.2,0.441,0.277,0.282,2.5,1.83,1.78,,0.492,0.508,,0.5,1.4,2.52,,0.669,0.331,,,1.3,1.29,1.67,0.408,0.419,0.173,,1.52,2.22,,0.610,0.390,,,1.67,1.95,,0.546,0.454,
Skive IK - Nykobing FC,2. division,08/08 10:00,Betano,2.35,3.15,2.87,0.395,0.287,0.318,2.5,1.75,1.87,,0.519,0.481,,1.5,2.52,1.4,,0.331,0.669,,,1.35,1.3,1.57,0.365,0.415,0.220,,1.65,1.98,,0.554,0.446,,,1.57,2.1,,0.585,0.415,
Thisted FC - FA 2000,2. division,08/08 10:00,Betano,1.95,3.3,3.6,0.482,0.271,0.247,2.5,2.02,1.62,,0.435,0.565,,0.5,1.45,2.4,,0.645,0.355,,,1.25,1.28,1.8,0.455,0.419,0.126,,1.42,2.47,,0.659,0.341,,,1.85,1.75,,0.484,0.516,
Ringsted  IF - FC Helsingor,3. division,08/08 08:00,Betano,3.65,3.55,1.8,0.236,0.244,0.520,2.5,1.55,2.15,,0.596,0.404,,1.5,2.18,1.5,,0.389,0.611,,,1.8,1.24,1.24,0.110,0.445,0.445,,2.62,1.38,,0.318,0.682,,,,,,,,
Bronshoj BK - Sundby BK,3. division,08/08 09:00,Betano,1.65,3.85,4.1,0.572,0.222,0.207,2.5,1.6,2.07,,0.575,0.425,,1.5,2.25,1.45,,0.368,0.632,,,1.2,1.22,1.98,0.483,0.452,0.065,,1.29,3.0,,0.735,0.265,,,,,,,,
Holstebro BK - Holbaek,3. division,08/08 09:30,Betano,3.35,3.85,1.82,0.261,0.224,0.515,3.5,2.2,1.53,,0.394,0.606,,1.5,2.12,1.52,,0.400,0.600,,,1.8,1.22,1.27,0.112,0.477,0.411,,2.47,1.42,,0.341,0.659,,,,,,,,
Vanlose IF - Naesby BK,3. division,08/08 09:00,Betano,2.9,3.55,2.07,0.307,0.246,0.447,2.5,1.57,2.1,,0.585,0.415,,1.5,2.22,1.47,,0.376,0.624,,,1.6,1.25,1.33,0.187,0.451,0.362,,2.15,1.55,,0.404,0.596,,,,,,,,
LDU Portoviejo - Cumbaya,Liga Pro Serie B,08/08 13:45,Betano,2.37,3.0,2.82,0.385,0.297,0.318,2.5,2.07,1.6,,0.425,0.575,,0.5,1.45,2.25,,0.632,0.368,,,1.35,1.32,1.47,0.354,0.383,0.264,,1.67,1.95,,0.546,0.454,,,,,,,,
St Mirren FC - St Johnstone FC,Premiership,08/08 11:00,Betano,2.35,3.4,3.05,0.410,0.278,0.312,2.5,1.83,1.98,,0.521,0.479,,1.5,2.72,1.44,,0.331,0.669,,,1.4,1.31,1.62,0.349,0.430,0.221,,1.67,2.12,,0.566,0.434,,,1.65,2.15,,0.573,0.427,
Dundee FC - Aberdeen FC,Premiership,08/08 11:00,Betano,2.72,3.4,2.57,0.351,0.277,0.372,2.5,1.85,1.95,,0.514,0.486,,1.5,2.75,1.44,,0.330,0.670,,,1.53,1.31,1.47,0.266,0.432,0.302,,1.91,1.82,,0.487,0.513,,,1.65,2.15,,0.573,0.427,
Queens Park - Raith Rovers,Championship,08/08 11:00,Betano,3.75,3.25,1.95,0.238,0.278,0.484,2.5,1.95,1.78,,0.475,0.525,,0.5,1.45,2.62,,0.660,0.340,,,1.85,1.31,1.28,0.136,0.416,0.448,,2.7,1.42,,0.326,0.674,,,1.78,1.93,,0.523,0.477,
Dunfermline Athletic - Ayr United,Championship,08/08 11:00,Betano,2.07,3.2,3.45,0.455,0.284,0.262,2.5,2.07,1.7,,0.446,0.554,,0.5,1.47,2.55,,0.650,0.350,,,1.32,1.32,1.75,0.415,0.415,0.170,,1.5,2.47,,0.636,0.364,,,1.85,1.87,,0.503,0.497,
Stenhousemuir - Greenock Morton,Championship,08/08 11:00,Betano,1.98,3.3,3.55,0.475,0.273,0.252,2.5,1.93,1.8,,0.481,0.519,,0.5,1.44,2.67,,0.666,0.334,,,1.3,1.3,1.82,0.428,0.428,0.144,,1.47,2.57,,0.651,0.349,,,1.75,1.95,,0.531,0.469,
Arbroath FC - Inverness CT,Championship,08/08 11:00,Betano,2.92,3.3,2.25,0.312,0.273,0.414,2.5,2.02,1.75,,0.461,0.539,,0.5,1.45,2.62,,0.660,0.340,,,1.65,1.3,1.42,0.214,0.446,0.340,,2.15,1.65,,0.427,0.573,,,1.82,1.9,,0.512,0.488,
Hamilton Academical - Alloa Athletic,League One,08/08 11:00,Betano,1.65,3.75,4.6,0.578,0.235,0.188,2.5,1.85,1.88,,0.504,0.496,,1.5,2.75,1.42,,0.324,0.676,,,1.2,1.24,2.25,0.505,0.447,0.048,,1.28,3.45,,0.755,0.245,,,1.85,1.85,,0.500,0.500,
Ross County FC - Montrose,League One,08/08 11:00,Betano,1.29,5.0,8.5,0.750,0.162,0.089,2.5,1.62,2.22,,0.586,0.414,,1.5,2.4,1.53,,0.377,0.623,,,1.08,1.15,3.6,0.602,0.398,0.000,,1.1,6.3,,0.891,0.109,,,2.02,1.7,,0.451,0.549,
Airdrieonians - East Kilbride,League One,08/08 11:00,Betano,3.4,3.55,1.95,0.264,0.252,0.484,2.5,1.75,2.0,,0.537,0.463,,1.5,2.62,1.45,,0.340,0.660,,,1.85,1.27,1.33,0.138,0.463,0.399,,2.55,1.47,,0.350,0.650,,,1.67,2.07,,0.560,0.440,
East Fife - Cove Rangers,League One,08/08 11:00,Betano,2.22,3.25,3.05,0.422,0.279,0.299,2.5,1.98,1.78,,0.471,0.529,,0.5,1.45,2.62,,0.660,0.340,,,1.38,1.31,1.67,0.367,0.431,0.202,,1.62,2.2,,0.584,0.416,,,1.78,1.93,,0.523,0.477,
Queen of the South - Peterhead,League One,08/08 11:00,Betano,2.62,3.4,2.42,0.352,0.265,0.383,2.5,1.7,2.07,,0.554,0.446,,1.5,2.55,1.47,,0.350,0.650,,,1.57,1.29,1.5,0.252,0.459,0.289,,1.95,1.8,,0.478,0.522,,,1.57,2.25,,0.600,0.400,
Elgin City - Forfar Athletic,League Two,08/08 11:00,Betano,1.93,3.4,3.7,0.491,0.266,0.243,2.5,1.87,1.83,,0.494,0.506,,0.5,1.42,2.67,,0.672,0.328,,,1.28,1.28,1.85,0.437,0.437,0.127,,1.42,2.65,,0.671,0.329,,,1.75,1.98,,0.535,0.465,
Spartans FC - Edinburgh City,League Two,08/08 11:00,Betano,1.47,4.35,5.9,0.656,0.200,0.144,2.5,1.6,2.18,,0.587,0.413,,1.5,2.37,1.52,,0.377,0.623,,,1.14,1.19,2.67,0.544,0.446,0.010,,1.18,4.3,,0.822,0.178,,,1.75,1.95,,0.531,0.469,
Stranraer - Annan Athletic,League Two,08/08 11:00,Betano,2.1,3.25,3.35,0.449,0.280,0.271,2.5,1.87,1.85,,0.497,0.503,,0.5,1.42,2.67,,0.672,0.328,,,1.32,1.31,1.72,0.408,0.418,0.174,,1.52,2.37,,0.623,0.377,,,1.7,2.05,,0.552,0.448,
Dumbarton - Clyde,League Two,08/08 11:00,Betano,3.6,3.6,1.91,0.251,0.251,0.498,2.5,1.75,1.95,,0.531,0.469,,1.5,2.6,1.44,,0.339,0.661,,,1.88,1.26,1.29,0.119,0.458,0.423,,2.62,1.44,,0.337,0.663,,,1.67,2.07,,0.560,0.440,
Kelty Hearts - Stirling Albion,League Two,08/08 11:00,Betano,2.07,3.4,3.3,0.456,0.267,0.276,2.5,1.78,1.93,,0.523,0.477,,1.5,2.65,1.42,,0.329,0.671,,,1.34,1.29,1.75,0.391,0.442,0.166,,1.52,2.37,,0.623,0.377,,,1.65,2.1,,0.568,0.432,
Cowdenbeath - Broxburn Athletic,Lowland Football League,08/08 11:00,Betano,2.82,3.7,2.05,0.316,0.234,0.450,3.5,2.2,1.52,,0.392,0.608,,1.5,2.12,1.52,,0.400,0.600,,,1.62,1.23,1.35,0.179,0.478,0.343,,2.12,1.57,,0.412,0.588,,,,,,,,
Invergordon FC - Deveronvale FC,Highland Football League,08/08 11:00,Betano,2.12,3.65,2.75,0.435,0.238,0.326,3.5,2.12,1.57,,0.412,0.588,,1.5,2.1,1.53,,0.405,0.595,,,1.36,1.24,1.57,0.335,0.465,0.201,,1.6,2.05,,0.573,0.427,,,,,,,,
MFk Zemplin Michalovce - KFC Komarno,Superliga,08/08 13:00,Betano,2.47,3.4,2.67,0.380,0.270,0.350,2.5,1.72,2.05,,0.548,0.452,,1.5,2.57,1.47,,0.349,0.651,,,1.5,1.3,1.57,0.293,0.452,0.255,,1.8,1.95,,0.522,0.478,,,1.57,2.25,,0.600,0.400,
MFk Ruzomberok - FK Zeleziarne Podbrezova,Superliga,08/08 13:00,Betano,2.65,3.3,2.57,0.354,0.280,0.366,2.5,1.72,2.05,,0.548,0.452,,1.5,2.4,1.53,,0.377,0.623,,,1.52,1.32,1.5,0.280,0.429,0.291,,1.9,1.85,,0.493,0.507,,,1.55,2.3,,0.610,0.390,
FC Spartak Trnava - FK Dukla Banska Bystrica,Superliga,08/08 15:30,Betano,1.33,4.85,9.0,0.732,0.178,0.090,2.5,1.82,1.93,,0.516,0.484,,1.5,2.67,1.44,,0.334,0.666,,,1.08,1.17,3.45,0.621,0.378,0.000,,1.1,6.2,,0.891,0.109,,,2.27,1.57,,0.398,0.602,
1. FC Tatran Presov - MFK Tatran Liptovsky Mikulas,2. Liga,08/08 11:00,Betano,1.72,3.55,4.4,0.552,0.250,0.198,2.5,1.75,1.85,,0.516,0.484,,1.5,2.52,1.4,,0.331,0.669,,,1.19,1.25,2.07,0.513,0.425,0.061,,1.29,3.0,,0.735,0.265,,,1.7,1.91,,0.534,0.466,
OFK Banik Lehota Pod Vtacnikom - OFK Malzenice,2. Liga,08/08 12:00,Betano,2.15,3.3,3.1,0.435,0.273,0.292,2.5,1.75,1.87,,0.519,0.481,,1.5,2.52,1.4,,0.331,0.669,,,1.32,1.28,1.67,0.391,0.433,0.176,,1.55,2.15,,0.596,0.404,,,1.6,2.05,,0.573,0.427,
Slovan Galanta - FC Petrzalka 1898,2. Liga,08/08 12:00,Betano,5.8,4.05,1.5,0.145,0.215,0.640,2.5,1.6,2.07,,0.575,0.425,,1.5,2.32,1.47,,0.368,0.632,,,2.55,1.2,1.12,0.011,0.413,0.577,,3.95,1.17,,0.179,0.821,,,1.7,1.91,,0.534,0.466,
FK Humenne - MFk Lokomotiva Zvolen,2. Liga,08/08 12:00,Betano,2.82,3.2,2.37,0.325,0.283,0.392,2.5,1.87,1.75,,0.481,0.519,,0.5,1.42,2.47,,0.659,0.341,,,1.55,1.3,1.36,0.230,0.414,0.356,,1.95,1.67,,0.454,0.546,,,1.67,1.95,,0.546,0.454,
MFK Bytca - BK Inter Bratislava,2. Liga,08/08 12:00,Betano,4.85,3.75,1.62,0.177,0.234,0.589,2.5,1.72,1.88,,0.526,0.474,,1.5,2.5,1.4,,0.333,0.667,,,2.25,1.23,1.16,0.035,0.424,0.541,,3.3,1.24,,0.232,0.768,,,1.75,1.85,,0.516,0.484,
OFK Raslavice - MFK Spartak Medzev,3. Liga,08/08 12:00,Betano,1.93,3.85,3.05,0.483,0.225,0.291,3.5,1.95,1.67,,0.454,0.546,,1.5,1.98,1.6,,0.436,0.564,,,1.31,1.22,1.7,0.373,0.483,0.144,,1.5,2.27,,0.620,0.380,,,,,,,,
FK Nove Zamky - Raca Bratislava,3. Liga,08/08 12:00,Betano,1.47,4.2,5.1,0.646,0.196,0.158,3.5,2.18,1.53,,0.396,0.604,,1.5,2.12,1.52,,0.400,0.600,,,1.14,1.18,2.32,0.532,0.451,0.017,,1.19,3.7,,0.805,0.195,,,,,,,,
MFK Stara Lubovna - Slovan Sabinov,3. Liga,08/08 12:00,Betano,1.47,4.0,5.7,0.648,0.210,0.141,2.5,1.53,2.18,,0.604,0.396,,1.5,2.18,1.5,,0.389,0.611,,,1.12,1.19,2.37,0.567,0.419,0.013,,1.17,3.95,,0.821,0.179,,,,,,,,
Fomat Martin - MSK Kysucke Nove Mesto,3. Liga,08/08 12:00,Betano,1.42,4.45,5.6,0.673,0.185,0.143,3.5,2.15,1.55,,0.404,0.596,,1.5,2.1,1.53,,0.405,0.595,,,1.12,1.17,2.5,0.552,0.439,0.008,,1.16,4.0,,0.828,0.172,,,,,,,,
NK Celje - Olimpija Ljubljana,PrvaLiga,08/08 15:15,Betano,2.05,3.65,3.15,0.462,0.248,0.291,2.5,1.57,2.27,,0.602,0.398,,1.5,2.32,1.55,,0.389,0.611,,,1.36,1.26,1.78,0.371,0.474,0.155,,1.53,2.35,,0.619,0.381,,,1.5,2.4,,0.631,0.369,
NK Jesenice - Tabor Sezana,2.SNL,08/08 12:30,Betano,5.3,3.9,1.55,0.159,0.223,0.617,2.5,1.67,1.95,,0.546,0.454,,1.5,2.42,1.44,,0.351,0.649,,,2.37,1.21,1.14,0.021,0.424,0.555,,3.6,1.2,,0.203,0.797,,,1.75,1.87,,0.519,0.481,
Jadran Dekani - ND Slovan,2.SNL,08/08 13:00,Betano,2.15,3.2,3.2,0.435,0.282,0.282,2.5,1.93,1.7,,0.463,0.537,,0.5,1.42,2.45,,0.658,0.342,,,1.3,1.3,1.67,0.412,0.412,0.177,,1.53,2.2,,0.606,0.394,,,1.72,1.88,,0.526,0.474,
Bilje - NK Brezice 1919,2.SNL,08/08 12:30,Betano,2.07,3.45,3.15,0.453,0.260,0.287,2.5,1.7,1.9,,0.533,0.467,,1.5,2.47,1.42,,0.341,0.659,,,1.3,1.27,1.72,0.406,0.440,0.155,,1.5,2.25,,0.618,0.382,,,1.6,2.05,,0.573,0.427,
JK Trans Narva - JK Nomme Kalju,Premium Liiga,08/08 13:00,Betano,4.1,3.75,1.67,0.207,0.229,0.564,2.5,1.62,2.02,,0.565,0.435,,1.5,2.3,1.44,,0.360,0.640,,,1.98,1.22,1.2,0.065,0.452,0.483,,2.95,1.3,,0.271,0.729,,,,,,,,
Maardu Linnameeskond - Viimsi JK,Esiliiga,08/08 09:00,Betano,3.55,3.9,1.75,0.244,0.220,0.536,3.5,1.85,1.75,,0.484,0.516,,1.5,1.91,1.65,,0.456,0.544,,,1.87,1.21,1.24,0.088,0.477,0.434,,2.65,1.37,,0.313,0.687,,,,,,,,
JK Tallinna Kalev - FC Tallinn,Esiliiga,08/08 09:00,Betano,1.5,4.45,4.65,0.634,0.187,0.178,3.5,1.62,2.05,,0.568,0.432,,1.5,1.72,1.82,,0.517,0.483,,,1.16,1.17,2.3,0.500,0.480,0.020,,1.22,3.45,,0.783,0.217,,,,,,,,
FC Elva - Tartu JK Welco,Esiliiga,08/08 09:00,Betano,3.85,3.95,1.67,0.221,0.215,0.563,3.5,1.8,1.82,,0.503,0.497,,1.5,1.87,1.67,,0.466,0.534,,,1.95,1.21,1.21,0.069,0.466,0.466,,2.85,1.32,,0.284,0.716,,,,,,,,
FA Tartu Kalev - Viljandi JK Tulevik,Esiliiga B,08/08 13:00,Betano,1.8,4.15,3.15,0.519,0.204,0.278,4.5,1.95,1.67,,0.454,0.546,,1.5,1.6,1.98,,0.564,0.436,,,1.28,1.2,1.8,0.392,0.501,0.107,,1.44,2.42,,0.649,0.351,,,,,,,,
FC Hoyvik - FC Suduroy,1. deild,08/08 09:00,Betano,8.75,6.1,1.2,0.077,0.118,0.806,4.5,2.15,1.55,,0.404,0.596,,1.5,1.67,1.88,,0.536,0.464,,,3.1,1.09,1.06,0.000,0.433,0.567,,5.7,1.07,,0.090,0.910,,,,,,,,
FF Jaro - Vaasa PS,Veikkausliiga,08/08 13:00,Betano,3.7,3.55,1.93,0.247,0.258,0.495,2.5,1.75,2.0,,0.537,0.463,,1.5,2.62,1.45,,0.340,0.660,,,1.9,1.28,1.29,0.122,0.445,0.434,,2.67,1.44,,0.334,0.666,,,1.65,2.1,,0.568,0.432,
KaPa - EIF Ekenas,Ykkosliiga,08/08 12:00,Betano,2.8,3.35,2.3,0.327,0.269,0.405,2.5,1.57,2.1,,0.585,0.415,,1.5,2.27,1.5,,0.380,0.620,,,1.6,1.28,1.37,0.209,0.440,0.351,,1.98,1.65,,0.446,0.554,,,1.47,2.32,,0.632,0.368,
SJK Akatemia - PK-35,Ykkosliiga,08/08 12:00,Betano,3.7,3.25,1.95,0.240,0.277,0.483,2.5,1.88,1.72,,0.474,0.526,,0.5,1.42,2.47,,0.659,0.341,,,1.8,1.29,1.24,0.125,0.407,0.468,,2.52,1.4,,0.331,0.669,,,1.72,1.88,,0.526,0.474,
Pallo lirot - Grankulla IFK,Kakkonen,08/08 11:00,Betano,1.72,3.9,3.65,0.546,0.219,0.236,3.5,1.8,1.8,,0.500,0.500,,1.5,1.88,1.67,,0.464,0.536,,,1.23,1.21,1.9,0.445,0.474,0.081,,1.35,2.72,,0.698,0.302,,,,,,,,
TP-47 - Narpes Kraft,Kakkonen,08/08 11:00,Betano,2.15,3.8,2.62,0.428,0.228,0.344,3.5,1.6,2.07,,0.575,0.425,,1.5,1.72,1.82,,0.517,0.483,,,1.39,1.22,1.57,0.309,0.492,0.200,,1.65,2.0,,0.556,0.444,,,,,,,,
Musa Pori - Aifk Turku,Kakkonen,08/08 10:00,Betano,7.7,5.1,1.28,0.095,0.153,0.752,3.5,1.67,1.95,,0.546,0.454,,1.5,1.75,1.78,,0.505,0.495,,,2.75,1.13,1.07,0.000,0.399,0.601,,5.1,1.09,,0.110,0.890,,,,,,,,
EBK - Espoon Palloseura,Kakkonen,08/08 11:00,Betano,2.95,3.7,2.0,0.302,0.235,0.464,3.5,1.75,1.85,,0.516,0.484,,1.5,1.85,1.7,,0.474,0.526,,,1.65,1.23,1.33,0.166,0.475,0.359,,2.18,1.53,,0.396,0.604,,,,,,,,
HIFK - Puiu,Kakkonen,08/08 09:00,Betano,1.52,4.35,4.55,0.625,0.192,0.183,3.5,1.7,1.93,,0.537,0.463,,1.5,1.78,1.75,,0.495,0.505,,,1.17,1.18,2.22,0.495,0.477,0.028,,1.23,3.35,,0.775,0.225,,,,,,,,
Kokkola GBK - Huima,Kakkonen,08/08 11:00,Betano,2.22,3.9,2.5,0.414,0.222,0.363,3.5,1.62,2.05,,0.568,0.432,,1.5,1.72,1.82,,0.517,0.483,,,1.42,1.22,1.53,0.287,0.493,0.220,,1.7,1.91,,0.534,0.466,,,,,,,,
FC Vaajakoski - VPS-j,Kakkonen,08/08 12:30,Betano,2.95,4.35,1.85,0.300,0.195,0.505,4.5,2.07,1.6,,0.425,0.575,,1.5,1.65,1.91,,0.544,0.456,,,1.78,1.18,1.32,0.114,0.536,0.351,,2.32,1.47,,0.368,0.632,,,,,,,,
Caersws FC - Gresford Athletic,Cymru Championship North,08/08 10:30,Betano,1.42,4.55,5.5,0.673,0.181,0.146,3.5,1.82,1.78,,0.493,0.507,,1.5,1.88,1.67,,0.464,0.536,,,1.12,1.16,2.5,0.543,0.450,0.007,,1.17,3.95,,0.821,0.179,,,,,,,,
Newtown AFC - Penrhyncoch,Cymru Championship North,08/08 10:30,Betano,1.5,4.1,5.1,0.634,0.205,0.161,3.5,2.12,1.57,,0.412,0.588,,1.5,2.1,1.53,,0.405,0.595,,,1.14,1.19,2.27,0.539,0.440,0.021,,1.2,3.65,,0.798,0.202,,,,,,,,
Denbigh Town - Bangor 1876,Cymru Championship North,08/08 08:00,Betano,2.25,3.5,2.62,0.407,0.249,0.344,3.5,2.02,1.62,,0.435,0.565,,1.5,2.02,1.57,,0.424,0.576,,,1.39,1.25,1.52,0.314,0.456,0.229,,1.67,1.95,,0.546,0.454,,,,,,,,
Porthmadog - Rhyl FC,Cymru Championship North,08/08 10:30,Betano,2.12,3.6,2.75,0.434,0.241,0.325,2.5,1.53,2.2,,0.606,0.394,,1.5,2.15,1.5,,0.391,0.609,,,1.36,1.24,1.57,0.335,0.465,0.201,,1.6,2.05,,0.573,0.427,,,,,,,,
Guilsfield FC - Mold Alexandra FC,Cymru Championship North,08/08 10:30,Betano,1.83,3.55,3.55,0.511,0.245,0.245,2.5,1.55,2.15,,0.596,0.404,,1.5,2.2,1.47,,0.378,0.622,,,1.24,1.25,1.78,0.448,0.435,0.116,,1.39,2.57,,0.675,0.325,,,,,,,,
Llanuwchllyn - Buckley Town,Cymru Championship North,08/08 10:30,Betano,2.5,3.55,2.35,0.364,0.247,0.389,3.5,2.05,1.62,,0.432,0.568,,1.5,2.02,1.57,,0.424,0.576,,,1.47,1.25,1.42,0.256,0.454,0.289,,1.85,1.75,,0.484,0.516,,,,,,,,
Holyhead Hotspur - Brickfield Rangers,Cymru Championship North,08/08 10:30,Betano,2.65,3.3,2.32,0.340,0.266,0.394,2.5,1.65,1.98,,0.554,0.446,,1.5,2.35,1.42,,0.350,0.650,,,1.5,1.28,1.39,0.249,0.429,0.323,,1.93,1.7,,0.463,0.537,,,,,,,,
Aberystwyth Town - Treowen Stars,Cymru Championship South,08/08 10:30,Betano,1.62,4.05,4.05,0.583,0.209,0.209,3.5,2.12,1.57,,0.412,0.588,,1.5,2.1,1.53,,0.405,0.595,,,1.2,1.2,2.05,0.474,0.474,0.053,,1.29,3.0,,0.735,0.265,,,,,,,,
Newport City FC - Carmarthen Town AFC,Cymru Championship South,08/08 10:30,Betano,2.65,3.55,2.22,0.340,0.246,0.414,2.5,1.57,2.12,,0.588,0.412,,1.5,2.22,1.47,,0.376,0.624,,,1.53,1.25,1.39,0.226,0.458,0.316,,1.95,1.67,,0.454,0.546,,,,,,,,
FC Dinamo Batumi - FC Gagra,Erovnuli Liga,08/08 14:00,Betano,2.07,3.3,3.1,0.447,0.267,0.286,2.5,1.78,1.83,,0.508,0.492,,1.5,2.47,1.38,,0.328,0.672,,,1.3,1.27,1.62,0.393,0.427,0.180,,1.52,2.22,,0.610,0.390,,,,,,,,
FC Gori - FC Sioni Bolnisi,Erovnuli Liga 2,08/08 13:00,Betano,3.05,3.35,2.07,0.291,0.262,0.447,2.5,1.82,1.8,,0.497,0.503,,0.5,1.37,2.52,,0.679,0.321,,,1.6,1.27,1.31,0.189,0.428,0.383,,2.2,1.53,,0.394,0.606,,,,,,,,
Odishi Zugdidi - Kolkheti Poti,Erovnuli Liga 2,08/08 10:00,Betano,2.18,3.15,3.0,0.422,0.281,0.297,2.5,1.95,1.67,,0.454,0.546,,0.5,1.42,2.37,,0.652,0.348,,,1.32,1.29,1.55,0.377,0.409,0.214,,1.57,2.12,,0.588,0.412,,,,,,,,
FC Telavi - FC Gareji,Erovnuli Liga 2,08/08 13:00,Betano,1.98,3.05,3.55,0.467,0.289,0.244,2.5,2.15,1.55,,0.404,0.596,,0.5,1.47,2.22,,0.624,0.376,,,1.25,1.31,1.67,0.453,0.384,0.162,,1.42,2.45,,0.658,0.342,,,,,,,,
Aragvi Dusheti - FC Samtredia,Erovnuli Liga 2,08/08 14:00,Betano,2.05,3.35,3.1,0.452,0.262,0.286,2.5,1.75,1.85,,0.516,0.484,,1.5,2.47,1.38,,0.328,0.672,,,1.3,1.27,1.62,0.393,0.427,0.180,,1.5,2.25,,0.618,0.382,,,,,,,,
CSyD Mixco - CD Marquense,Liga Nacional,08/08 14:00,Betano,1.52,3.85,5.8,0.630,0.226,0.144,2.5,1.95,1.67,,0.454,0.546,,0.5,1.42,2.45,,0.658,0.342,,,1.13,1.21,2.47,0.569,0.415,0.015,,1.18,3.85,,0.814,0.186,,,2.07,1.6,,0.425,0.575,
Aurora FC (GUA) - CSD Comunicaciones,Liga Nacional,08/08 18:00,Betano,3.0,3.1,2.3,0.303,0.292,0.404,2.5,2.27,1.5,,0.380,0.620,,0.5,1.52,2.22,,0.610,0.390,,,1.6,1.31,1.37,0.219,0.418,0.362,,2.07,1.6,,0.425,0.575,,,2.0,1.65,,0.444,0.556,
Go Ahead Eagles - Willem II Tilburg,Eredivisie,08/08 13:45,Betano,1.67,4.15,4.8,0.583,0.224,0.192,2.5,1.6,2.37,,0.604,0.396,,1.5,2.37,1.57,,0.389,0.611,,,1.21,1.23,2.25,0.490,0.461,0.048,,1.29,3.4,,0.750,0.250,,,1.6,2.25,,0.593,0.407,
FC Den Bosch - Almere City FC,Eerste Divisie,08/08 11:30,Betano,3.0,3.9,2.1,0.311,0.235,0.454,3.5,2.0,1.75,,0.463,0.537,,1.5,2.07,1.7,,0.446,0.554,,,1.75,1.25,1.42,0.172,0.496,0.332,,2.25,1.6,,0.407,0.593,,,1.39,2.77,,0.687,0.313,
Lobos UPNFM - Olancho FC,Liga Nacional,08/08 20:15,Betano,3.2,3.35,2.0,0.275,0.261,0.463,2.5,1.75,1.85,,0.516,0.484,,1.5,2.47,1.38,,0.328,0.672,,,1.65,1.27,1.29,0.168,0.427,0.404,,2.32,1.47,,0.368,0.632,,,,,,,,
CD Platense - CD Marathon,Liga Nacional,08/08 18:00,Betano,2.95,3.1,2.22,0.301,0.285,0.413,2.5,2.18,1.53,,0.396,0.604,,0.5,1.47,2.22,,0.624,0.376,,,1.53,1.31,1.32,0.228,0.391,0.381,,2.07,1.6,,0.425,0.575,,,,,,,,
Kisvarda FC - Ujpest FC,NB I,08/08 12:30,Betano,2.57,3.25,2.67,0.365,0.284,0.351,2.5,1.8,1.95,,0.522,0.478,,1.5,2.67,1.44,,0.334,0.666,,,1.5,1.33,1.52,0.294,0.423,0.283,,1.83,1.9,,0.510,0.490,,,1.6,2.2,,0.589,0.411,
Godolloi SK - Hajdunanas FK,NB III,08/08 12:30,Betano,1.8,3.65,3.6,0.521,0.238,0.241,2.5,1.55,2.15,,0.596,0.404,,1.5,2.2,1.47,,0.378,0.622,,,1.24,1.24,1.82,0.447,0.447,0.106,,1.38,2.62,,0.682,0.318,,,,,,,,
