confronto,competicao,horario_brt,casa,odd_1,odd_x,odd_2,justo_1,justo_x,justo_2,linha_total_gols,odd_total_gols_0,odd_total_gols_1,odd_total_gols_2,justo_total_gols_0,justo_total_gols_1,justo_total_gols_2,linha_total_gols_1t,odd_total_gols_1t_0,odd_total_gols_1t_1,odd_total_gols_1t_2,justo_total_gols_1t_0,justo_total_gols_1t_1,justo_total_gols_1t_2,linha_dupla_chance,odd_dupla_chance_0,odd_dupla_chance_1,odd_dupla_chance_2,justo_dupla_chance_0,justo_dupla_chance_1,justo_dupla_chance_2,linha_dnb,odd_dnb_0,odd_dnb_1,odd_dnb_2,justo_dnb_0,justo_dnb_1,justo_dnb_2,linha_btts,odd_btts_0,odd_btts_1,odd_btts_2,justo_btts_0,justo_btts_1,justo_btts_2
CSC 1599 Selimbar - Politehnica Timisoara,Liga 2,08/08 05:00,Betano,4.2,3.45,1.82,0.213,0.263,0.524,2.5,2.12,1.65,,0.430,0.570,,0.5,1.47,2.5,,0.646,0.354,,,1.98,1.28,1.23,0.092,0.422,0.485,,3.0,1.34,,0.285,0.715,,,2.0,1.72,,0.458,0.542,
CSL Stefanesti - CSC Dumbravita,Liga 2,08/08 05:00,Betano,2.85,3.25,2.37,0.324,0.281,0.395,2.5,1.95,1.75,,0.469,0.531,,0.5,1.44,2.6,,0.661,0.339,,,1.57,1.31,1.42,0.241,0.427,0.331,,2.02,1.7,,0.451,0.549,,,1.75,1.95,,0.531,0.469,
CSM Slatina - Dinamo-Erbasu Bucuresti,Liga 2,08/08 05:00,Betano,1.28,5.4,8.75,0.759,0.152,0.089,3.5,2.18,1.6,,0.413,0.587,,1.5,2.2,1.6,,0.411,0.589,,,1.07,1.13,3.7,0.601,0.399,0.000,,1.09,6.1,,0.897,0.103,,,1.9,1.8,,0.485,0.515,
SC Popesti-Leordeni - FC Bacau,Liga 2,08/08 05:00,Betano,2.67,3.15,2.57,0.347,0.291,0.362,2.5,1.95,1.75,,0.469,0.531,,0.5,1.45,2.57,,0.657,0.343,,,1.5,1.32,1.47,0.281,0.419,0.299,,1.88,1.82,,0.491,0.509,,,1.72,2.0,,0.542,0.458,
CSM Olimpia Satu Mare - CSM Resita,Liga 2,08/08 05:00,Betano,4.25,3.45,1.8,0.209,0.262,0.529,2.5,1.9,1.82,,0.488,0.512,,0.5,1.42,2.65,,0.671,0.329,,,2.0,1.28,1.23,0.090,0.424,0.487,,3.0,1.34,,0.285,0.715,,,1.8,1.91,,0.517,0.483,
Inter FA - Alianza San Salvador,Primeira Divisão,08/08 20:00,Betano,2.95,3.25,2.25,0.308,0.278,0.414,2.5,2.07,1.6,,0.425,0.575,,0.5,1.47,2.35,,0.635,0.365,,,1.62,1.3,1.33,0.199,0.416,0.385,,2.07,1.6,,0.425,0.575,,,1.87,1.75,,0.481,0.519,
CD Platense Zacatecoluca - CD Inca,Primeira Divisão,08/08 18:00,Betano,1.62,3.55,5.3,0.589,0.250,0.161,2.5,1.91,1.7,,0.466,0.534,,0.5,1.42,2.45,,0.658,0.342,,,1.14,1.25,2.25,0.576,0.391,0.033,,1.21,3.5,,0.789,0.211,,,1.91,1.7,,0.466,0.534,
Estrela Vermelha - FK Novi Pazar,SuperLiga,08/08 15:00,Betano,1.12,7.6,13.5,0.872,0.086,0.043,3.5,1.6,2.22,,0.591,0.409,,1.5,1.75,1.95,,0.531,0.469,,,1.03,1.06,6.3,0.616,0.384,0.000,,1.03,9.0,,0.958,0.042,,,1.88,1.82,,0.491,0.509,
FK Radnicki 1923 Kragujevac - FK Zemun,SuperLiga,08/08 15:00,Betano,1.33,4.25,8.5,0.722,0.191,0.087,2.5,1.75,1.98,,0.535,0.465,,1.5,2.57,1.45,,0.343,0.657,,,1.07,1.18,3.25,0.650,0.349,0.001,,1.1,6.0,,0.889,0.111,,,2.07,1.67,,0.440,0.560,
Dubocica - Loznica,Prva Liga,08/08 15:00,Betano,2.4,3.0,2.77,0.380,0.297,0.324,1.5,1.47,2.32,,0.632,0.368,,0.5,1.52,2.12,,0.600,0.400,,,1.36,1.32,1.47,0.348,0.386,0.266,,1.7,1.93,,0.537,0.463,,,,,,,,
FK Borac Cacak - FK Vozdovac,Prva Liga,08/08 15:00,Betano,2.15,3.05,3.15,0.428,0.291,0.281,2.5,2.18,1.53,,0.396,0.604,,0.5,1.47,2.2,,0.622,0.378,,,1.29,1.31,1.57,0.408,0.387,0.205,,1.52,2.2,,0.608,0.392,,,,,,,,
FK Bor 1919 - FK Napredak Krusevac,Prva Liga,08/08 15:00,Betano,4.35,3.45,1.7,0.194,0.252,0.554,2.5,2.0,1.65,,0.444,0.556,,0.5,1.42,2.35,,0.650,0.350,,,1.93,1.25,1.18,0.073,0.411,0.517,,3.05,1.28,,0.259,0.741,,,,,,,,
FK Teleoptik Zemun - Jedinstvo UB,Prva Liga,08/08 15:00,Betano,2.75,3.1,2.37,0.327,0.287,0.386,2.5,2.02,1.62,,0.435,0.565,,0.5,1.44,2.3,,0.640,0.360,,,1.47,1.31,1.37,0.266,0.395,0.339,,1.93,1.7,,0.463,0.537,,,,,,,,
Metalac Gornji Milanovac - Spartak Subotica,Prva Liga,08/08 15:00,Betano,3.0,3.1,2.22,0.298,0.287,0.415,2.5,2.07,1.6,,0.425,0.575,,0.5,1.45,2.27,,0.634,0.366,,,1.53,1.3,1.32,0.225,0.398,0.377,,2.1,1.57,,0.415,0.585,,,,,,,,
Orgryte IS - AIK Fotboll,Allsvenskan,08/08 10:00,Betano,2.9,3.5,2.27,0.321,0.262,0.417,2.5,1.57,2.3,,0.605,0.395,,1.5,2.35,1.55,,0.386,0.614,,,1.65,1.29,1.42,0.211,0.453,0.336,,2.12,1.67,,0.434,0.566,,,1.47,2.5,,0.646,0.354,
Mjallby AIF - IF Elfsborg,Allsvenskan,08/08 12:30,Betano,2.52,3.35,2.67,0.373,0.276,0.351,2.5,1.85,1.88,,0.504,0.496,,1.5,2.75,1.42,,0.324,0.676,,,1.5,1.31,1.55,0.293,0.442,0.265,,1.82,1.93,,0.516,0.484,,,1.67,2.07,,0.560,0.440,
Ljungskile SK - IK Oddevold,Superettan,08/08 08:00,Betano,2.42,3.3,2.72,0.385,0.275,0.339,2.5,1.78,1.93,,0.523,0.477,,1.5,2.62,1.44,,0.337,0.663,,,1.45,1.3,1.55,0.310,0.438,0.252,,1.75,1.95,,0.531,0.469,,,1.62,2.18,,0.582,0.418,
Falkenbergs FF - Nordic United FC,Superettan,08/08 08:00,Betano,2.15,3.45,3.05,0.438,0.263,0.300,2.5,1.65,2.12,,0.570,0.430,,1.5,2.42,1.5,,0.368,0.632,,,1.38,1.28,1.7,0.359,0.456,0.185,,1.6,2.22,,0.591,0.409,,,1.55,2.32,,0.611,0.389,
Osters IF - Landskrona BOIS,Superettan,08/08 10:00,Betano,2.32,3.5,2.72,0.403,0.258,0.339,3.5,2.25,1.57,,0.400,0.600,,1.5,2.27,1.57,,0.398,0.602,,,1.45,1.27,1.6,0.307,0.468,0.225,,1.72,2.0,,0.542,0.458,,,1.45,2.55,,0.655,0.345,
IFK Norrkoping - IK Brage,Superettan,08/08 12:00,Betano,1.57,4.15,4.85,0.611,0.211,0.178,3.5,2.12,1.65,,0.430,0.570,,1.5,2.15,1.62,,0.421,0.579,,,1.19,1.21,2.37,0.500,0.468,0.032,,1.25,3.6,,0.773,0.227,,,1.53,2.32,,0.616,0.384,
Ariana FC - Trelleborgs FF,Ettan,08/08 08:00,Betano,2.65,3.6,2.32,0.348,0.250,0.402,2.5,1.57,2.1,,0.585,0.415,,1.5,2.32,1.47,,0.368,0.632,,,1.57,1.25,1.4,0.215,0.467,0.318,,1.91,1.7,,0.466,0.534,,,1.52,2.22,,0.610,0.390,
FC Jarfalla - IF Karlstad,Ettan,08/08 11:00,Betano,4.0,3.85,1.72,0.219,0.229,0.552,2.5,1.53,2.18,,0.604,0.396,,1.5,2.22,1.52,,0.390,0.610,,,2.05,1.22,1.21,0.061,0.462,0.477,,2.82,1.32,,0.285,0.715,,,1.53,2.18,,0.604,0.396,
Eskilsminne IF - FC Rosengard 1917,Ettan,08/08 08:00,Betano,2.95,3.6,2.1,0.307,0.247,0.445,2.5,1.53,2.2,,0.606,0.394,,1.5,2.22,1.52,,0.390,0.610,,,1.7,1.25,1.33,0.161,0.464,0.375,,2.15,1.55,,0.404,0.596,,,1.47,2.32,,0.632,0.368,
IFK Stocksund - Gefle IF,Ettan,08/08 11:00,Betano,2.87,3.8,2.1,0.318,0.235,0.447,3.5,1.95,1.67,,0.454,0.546,,1.5,2.02,1.62,,0.435,0.565,,,1.7,1.23,1.35,0.159,0.488,0.353,,2.1,1.57,,0.415,0.585,,,1.38,2.6,,0.681,0.319,
FC Trollhättan - Laholms FK,Ettan,08/08 11:00,Betano,1.93,3.65,3.35,0.488,0.244,0.268,3.5,2.1,1.57,,0.415,0.585,,1.5,2.12,1.57,,0.412,0.588,,,1.28,1.24,1.83,0.417,0.466,0.117,,1.45,2.4,,0.645,0.355,,,1.44,2.42,,0.649,0.351,
Skovde AIK - Lunds BK,Ettan,08/08 11:00,Betano,4.2,3.95,1.67,0.208,0.222,0.570,2.5,1.55,2.15,,0.596,0.404,,1.5,2.25,1.5,,0.382,0.618,,,2.15,1.21,1.2,0.048,0.468,0.484,,3.0,1.29,,0.265,0.735,,,1.57,2.1,,0.585,0.415,
Tvaakers IF - Atvidaberg FF,Ettan,08/08 11:00,Betano,2.65,3.45,2.37,0.347,0.261,0.392,2.5,1.65,2.0,,0.556,0.444,,1.5,2.37,1.45,,0.358,0.642,,,1.57,1.27,1.45,0.234,0.463,0.302,,1.9,1.72,,0.471,0.529,,,1.55,2.15,,0.596,0.404,
Utsiktens BK - Hassleholms IF,Ettan,08/08 12:00,Betano,4.4,4.05,1.62,0.196,0.215,0.589,2.5,1.53,2.18,,0.604,0.396,,1.5,2.22,1.52,,0.390,0.610,,,2.22,1.21,1.18,0.038,0.456,0.506,,3.1,1.27,,0.252,0.748,,,1.57,2.1,,0.585,0.415,
IFK Haninge - FOC Farsta,2.ª divisão,08/08 08:00,Betano,1.8,3.95,3.55,0.526,0.223,0.251,3.5,1.7,1.91,,0.534,0.466,,1.5,1.85,1.75,,0.484,0.516,,,1.25,1.22,1.95,0.437,0.479,0.084,,1.39,2.57,,0.675,0.325,,,1.3,2.92,,0.727,0.273,
Lidkoping - Stenungsund,2.ª divisão,08/08 11:00,Betano,2.67,3.6,2.27,0.343,0.248,0.409,2.5,1.55,2.15,,0.596,0.404,,1.5,2.25,1.5,,0.382,0.618,,,1.6,1.25,1.39,0.203,0.469,0.327,,1.95,1.67,,0.454,0.546,,,1.47,2.32,,0.632,0.368,
Västra Frölunda IF - Hestrafors IF,2.ª divisão,08/08 08:00,Betano,1.8,4.0,3.55,0.527,0.221,0.252,3.5,1.78,1.83,,0.508,0.492,,1.5,1.9,1.72,,0.471,0.529,,,1.25,1.21,1.95,0.431,0.488,0.081,,1.39,2.57,,0.675,0.325,,,1.34,2.77,,0.705,0.295,
Onsala BK - IF Boljan Falkenberg,2.ª divisão,08/08 08:00,Betano,1.8,3.85,3.6,0.525,0.229,0.246,3.5,1.95,1.67,,0.454,0.546,,1.5,2.02,1.62,,0.435,0.565,,,1.25,1.22,1.95,0.437,0.479,0.084,,1.38,2.6,,0.681,0.319,,,1.4,2.55,,0.671,0.329,
Nosaby IF - Linero IF,2.ª divisão,08/08 11:00,Betano,2.27,3.75,2.62,0.411,0.238,0.351,3.5,2.07,1.6,,0.425,0.575,,1.5,2.1,1.57,,0.415,0.585,,,1.4,1.24,1.6,0.318,0.481,0.202,,1.7,1.93,,0.537,0.463,,,1.42,2.47,,0.659,0.341,
Karlslunds IF HFK - Smedby Ais,2.ª divisão,08/08 08:00,Betano,3.05,3.65,2.05,0.297,0.245,0.458,3.5,2.05,1.62,,0.432,0.568,,1.5,2.07,1.6,,0.425,0.575,,,1.72,1.25,1.32,0.154,0.463,0.383,,2.2,1.53,,0.394,0.606,,,1.4,2.52,,0.669,0.331,
Staffenstorp United - Lilla Torg FF,2.ª divisão,08/08 08:00,Betano,1.95,3.65,3.3,0.483,0.244,0.273,3.5,2.15,1.55,,0.404,0.596,,1.5,2.15,1.55,,0.404,0.596,,,1.28,1.24,1.82,0.416,0.465,0.119,,1.45,2.37,,0.642,0.358,,,1.45,2.37,,0.642,0.358,
Oskarshamns AIK - IFK Karlshamn,2.ª divisão,08/08 09:00,Betano,1.53,4.15,5.1,0.626,0.208,0.166,3.5,2.15,1.55,,0.404,0.596,,1.5,2.15,1.55,,0.404,0.596,,,1.15,1.19,2.42,0.529,0.453,0.018,,1.21,3.55,,0.790,0.210,,,1.57,2.1,,0.585,0.415,
Taby FK - Korsnas,2.ª divisão,08/08 09:00,Betano,1.39,4.65,6.4,0.693,0.181,0.126,3.5,1.82,1.78,,0.493,0.507,,1.5,1.93,1.7,,0.463,0.537,,,1.11,1.16,2.9,0.559,0.438,0.003,,1.14,4.3,,0.846,0.154,,,1.5,2.27,,0.620,0.380,
Bodens BK - Taftea IK,2.ª divisão,08/08 11:00,Betano,2.5,3.75,2.37,0.370,0.238,0.392,3.5,2.07,1.6,,0.425,0.575,,1.5,2.1,1.57,,0.415,0.585,,,1.55,1.24,1.44,0.227,0.483,0.291,,1.85,1.75,,0.484,0.516,,,1.42,2.47,,0.659,0.341,
Raagsveds IF - Syrianska FC,2.ª divisão,08/08 11:00,Betano,1.67,4.05,4.15,0.571,0.217,0.211,3.5,1.72,1.88,,0.526,0.474,,1.5,1.85,1.75,,0.484,0.516,,,1.2,1.21,2.15,0.484,0.468,0.048,,1.3,2.95,,0.729,0.271,,,1.33,2.77,,0.708,0.292,
Storfors AIK - Team TG FF,2.ª divisão,08/08 11:00,Betano,3.05,3.7,2.02,0.296,0.240,0.464,3.5,1.85,1.75,,0.484,0.516,,1.5,1.95,1.67,,0.454,0.546,,,1.75,1.24,1.32,0.144,0.474,0.382,,2.22,1.52,,0.390,0.610,,,1.33,2.77,,0.708,0.292,
Viggbyholms IK FF - Skiljebo SK,2.ª divisão,08/08 08:00,Betano,3.95,3.95,1.72,0.223,0.223,0.553,3.5,2.1,1.57,,0.415,0.585,,1.5,2.12,1.57,,0.412,0.588,,,2.07,1.21,1.22,0.060,0.478,0.463,,2.82,1.32,,0.285,0.715,,,1.47,2.32,,0.632,0.368,
Örebro Syrianska IF - BK Forward,2.ª divisão,08/08 08:00,Betano,2.37,3.5,2.62,0.392,0.257,0.351,2.5,1.57,2.12,,0.588,0.412,,1.5,2.27,1.5,,0.380,0.620,,,1.42,1.26,1.55,0.309,0.461,0.230,,1.72,1.88,,0.526,0.474,,,1.47,2.32,,0.632,0.368,
Gottne IF - IFK Lulea,2.ª divisão,08/08 11:00,Betano,3.0,3.8,2.02,0.302,0.233,0.465,3.5,1.98,1.65,,0.446,0.554,,1.5,2.05,1.62,,0.432,0.568,,,1.75,1.23,1.33,0.143,0.487,0.371,,2.2,1.53,,0.394,0.606,,,1.39,2.55,,0.674,0.326,
FC Lausanne-Sport - BSC Young Boys,Super Liga,08/08 13:00,Betano,3.1,4.0,2.0,0.298,0.226,0.476,3.5,2.0,1.75,,0.463,0.537,,1.5,2.07,1.7,,0.446,0.554,,,1.82,1.24,1.39,0.148,0.503,0.349,,2.35,1.55,,0.386,0.614,,,1.4,2.75,,0.683,0.317,
Servette FC - Grasshoppers,Super Liga,08/08 15:30,Betano,1.6,4.1,5.0,0.603,0.219,0.177,2.5,1.65,2.15,,0.573,0.427,,1.5,2.45,1.52,,0.371,0.629,,,1.19,1.23,2.37,0.512,0.451,0.036,,1.25,3.7,,0.775,0.225,,,1.7,2.05,,0.552,0.448,
FC Schaffhausen - FC Kreuzlingen,Promotion League,08/08 10:30,Betano,1.6,4.1,4.55,0.597,0.213,0.190,3.5,2.15,1.55,,0.404,0.596,,1.5,2.15,1.55,,0.404,0.596,,,1.18,1.2,2.27,0.501,0.467,0.033,,1.25,3.2,,0.760,0.240,,,1.53,2.18,,0.604,0.396,
FC Breitenrain - FC Bulle,Promotion League,08/08 10:30,Betano,2.47,3.6,2.45,0.374,0.248,0.377,3.5,2.07,1.6,,0.425,0.575,,1.5,2.12,1.57,,0.412,0.588,,,1.52,1.25,1.52,0.257,0.485,0.257,,1.8,1.8,,0.500,0.500,,,1.4,2.5,,0.667,0.333,
SC Cham - FC Paradiso,Promotion League,08/08 11:00,Betano,1.75,3.8,3.95,0.543,0.233,0.224,2.5,1.53,2.2,,0.606,0.394,,1.5,2.22,1.52,,0.390,0.610,,,1.22,1.23,2.05,0.474,0.459,0.067,,1.33,2.8,,0.710,0.290,,,1.53,2.2,,0.606,0.394,
FC Kosova Zurich - Mendrisio-Stabio,1. Liga Classic,08/08 11:00,Betano,1.98,3.6,3.05,0.469,0.241,0.290,2.5,1.65,1.98,,0.554,0.446,,1.5,2.35,1.42,,0.350,0.650,,,1.3,1.24,1.67,0.386,0.458,0.156,,1.5,2.27,,0.620,0.380,,,,,,,,
FC Solothurn - Zug 94,1. Liga Classic,08/08 13:00,Betano,1.98,3.65,3.0,0.468,0.237,0.295,2.5,1.55,2.15,,0.596,0.404,,1.5,2.2,1.47,,0.378,0.622,,,1.32,1.24,1.67,0.373,0.466,0.162,,1.52,2.22,,0.610,0.390,,,,,,,,
AC Taverne - USV Eschen-Mauren,1. Liga Classic,08/08 13:00,Betano,1.62,3.55,4.65,0.581,0.241,0.178,2.5,1.6,2.05,,0.573,0.427,,1.5,2.27,1.45,,0.366,0.634,,,1.16,1.24,2.02,0.539,0.408,0.053,,1.25,3.25,,0.762,0.238,,,,,,,,
Stade Payerne - FC La Chaux-De-Fonds,1. Liga Classic,08/08 15:00,Betano,1.98,3.65,3.0,0.468,0.237,0.295,3.5,2.22,1.52,,0.390,0.610,,1.5,2.15,1.5,,0.391,0.609,,,1.32,1.24,1.65,0.370,0.463,0.167,,1.52,2.22,,0.610,0.390,,,,,,,,
Ümraniyespor - Mardin BB,TFF 1. Lig,08/08 13:00,Betano,2.42,3.25,2.8,0.387,0.282,0.331,2.5,1.87,1.83,,0.494,0.506,,0.5,1.42,2.65,,0.671,0.329,,,1.44,1.31,1.55,0.319,0.429,0.253,,1.75,1.98,,0.535,0.465,,,1.67,2.07,,0.560,0.440,
Bandirmaspor - Istanbulspor AS,TFF 1. Lig,08/08 11:00,Betano,2.15,3.25,3.25,0.438,0.281,0.281,2.5,1.95,1.75,,0.469,0.531,,0.5,1.44,2.57,,0.660,0.340,,,1.35,1.31,1.7,0.387,0.426,0.187,,1.55,2.3,,0.610,0.390,,,1.75,1.95,,0.531,0.469,
Sivasspor - Esenler Erokspor,TFF 1. Lig,08/08 13:00,Betano,3.2,3.35,2.12,0.285,0.271,0.444,2.5,1.78,1.93,,0.523,0.477,,1.5,2.62,1.44,,0.337,0.663,,,1.7,1.29,1.35,0.181,0.440,0.380,,2.3,1.55,,0.390,0.610,,,1.65,2.12,,0.570,0.430,
Antalyaspor - Keciorengucu,TFF 1. Lig,08/08 15:30,Betano,1.85,3.55,3.85,0.514,0.254,0.232,2.5,1.75,1.95,,0.531,0.469,,1.5,2.6,1.44,,0.339,0.661,,,1.26,1.27,1.93,0.453,0.441,0.105,,1.39,2.77,,0.687,0.313,,,1.67,2.07,,0.560,0.440,
Livyi Bereh - FK Kudrivka,Premier Liga,08/08 09:30,Betano,1.88,3.3,3.9,0.502,0.272,0.226,2.5,1.88,1.72,,0.474,0.526,,0.5,1.42,2.47,,0.659,0.341,,,1.22,1.28,1.87,0.487,0.409,0.104,,1.37,2.65,,0.687,0.313,,,1.75,1.87,,0.519,0.481,
Bukovina Chernovtsy - Obolon Brovar,Premier Liga,08/08 12:00,Betano,1.95,3.25,3.7,0.483,0.277,0.240,2.5,2.05,1.62,,0.432,0.568,,0.5,1.45,2.37,,0.642,0.358,,,1.24,1.29,1.8,0.468,0.407,0.125,,1.4,2.52,,0.669,0.331,,,1.85,1.75,,0.484,0.516,
FC Kulykiv - FC Prykarpattia,Persha Liga,08/08 10:30,Betano,2.75,3.05,2.4,0.327,0.292,0.381,2.5,2.12,1.57,,0.412,0.588,,0.5,1.45,2.25,,0.632,0.368,,,1.47,1.31,1.37,0.266,0.395,0.339,,1.93,1.7,,0.463,0.537,,,,,,,,
Lokomotiv Kiev - FC Viktoriya Sumy,Persha Liga,08/08 06:00,Betano,2.27,2.95,3.0,0.403,0.301,0.296,2.5,2.2,1.52,,0.392,0.608,,0.5,1.5,2.18,,0.611,0.389,,,1.32,1.32,1.52,0.383,0.383,0.235,,1.6,2.07,,0.575,0.425,,,,,,,,
Central Espanol FC - CA Progreso,Liga AUF Uruguaya,08/08 11:00,Betano,2.4,2.95,2.9,0.383,0.306,0.311,2.5,2.42,1.52,,0.373,0.627,,0.5,1.57,2.3,,0.605,0.395,,,1.42,1.35,1.57,0.344,0.402,0.254,,1.72,2.05,,0.548,0.452,,,2.05,1.7,,0.448,0.552,
Liverpool Montevideo - Albion FC,Liga AUF Uruguaya,08/08 15:00,Betano,2.1,2.95,3.5,0.443,0.305,0.253,2.5,2.3,1.57,,0.395,0.605,,0.5,1.55,2.35,,0.614,0.386,,,1.31,1.35,1.72,0.428,0.390,0.182,,1.5,2.47,,0.636,0.364,,,1.95,1.75,,0.469,0.531,
Montevideo City Torque - CA Peñarol Montevideo,Liga AUF Uruguaya,08/08 18:30,Betano,3.2,3.15,2.15,0.281,0.286,0.434,2.5,2.07,1.7,,0.446,0.554,,0.5,1.47,2.55,,0.650,0.350,,,1.7,1.32,1.35,0.190,0.419,0.391,,2.32,1.57,,0.393,0.607,,,1.82,1.88,,0.509,0.491,
Uruguay Montevideo - Paysandu FC,Segunda División,08/08 10:00,Betano,2.5,3.1,2.72,0.370,0.293,0.337,2.5,1.95,1.67,,0.454,0.546,,0.5,1.44,2.4,,0.648,0.352,,,1.44,1.31,1.5,0.309,0.419,0.271,,1.75,1.87,,0.519,0.481,,,1.72,1.88,,0.526,0.474,
Atletico Fenix Montevideo - La Luz,Segunda División,08/08 13:00,Betano,2.05,3.15,3.55,0.459,0.288,0.253,2.5,2.07,1.6,,0.425,0.575,,0.5,1.47,2.32,,0.632,0.368,,,1.25,1.31,1.75,0.462,0.393,0.144,,1.44,2.4,,0.648,0.352,,,1.85,1.75,,0.484,0.516,
Colon FC - Cerrito CS,Segunda División,08/08 16:00,Betano,2.47,3.1,2.75,0.374,0.292,0.333,2.5,2.2,1.52,,0.392,0.608,,0.5,1.5,2.25,,0.618,0.382,,,1.37,1.32,1.52,0.352,0.398,0.250,,1.72,1.9,,0.529,0.471,,,1.91,1.7,,0.466,0.534,
Pfk Neftchi Fargona - Qizilqum Zarafshon,Superligasi,08/08 11:00,Betano,1.22,5.6,11.5,0.797,0.141,0.062,2.5,1.57,2.12,,0.588,0.412,,1.5,2.27,1.5,,0.380,0.620,,,1.05,1.11,4.25,0.629,0.371,0.000,,1.05,6.3,,0.931,0.069,,,2.22,1.52,,0.390,0.610,
FC Bunyodkor Tashkent - FC OKMK Olmaliq,Superligasi,08/08 11:30,Betano,3.25,3.35,2.07,0.278,0.269,0.454,2.5,1.72,1.88,,0.526,0.474,,1.5,2.47,1.42,,0.341,0.659,,,1.72,1.28,1.29,0.155,0.428,0.417,,2.27,1.5,,0.380,0.620,,,1.6,2.07,,0.575,0.425,
Nasaf - Kokand,Superligasi,08/08 12:00,Betano,1.7,3.45,4.8,0.560,0.259,0.181,2.5,1.93,1.7,,0.463,0.537,,0.5,1.42,2.45,,0.658,0.342,,,1.16,1.26,2.12,0.553,0.397,0.050,,1.25,3.25,,0.762,0.238,,,1.85,1.75,,0.484,0.516,
Monagas SC - Carabobo FC,Primeira Divisão,08/08 17:00,Betano,3.9,3.25,1.91,0.228,0.278,0.495,2.5,2.02,1.62,,0.435,0.565,,0.5,1.45,2.37,,0.642,0.358,,,1.85,1.29,1.22,0.110,0.401,0.490,,2.62,1.37,,0.315,0.685,,,1.85,1.75,,0.484,0.516,
Yaracuyanos FC - La Real Frontera,Segunda División,08/08 17:00,Betano,1.31,4.5,8.25,0.733,0.178,0.089,2.5,1.53,2.2,,0.606,0.394,,1.5,2.18,1.5,,0.389,0.611,,,1.07,1.15,2.95,0.623,0.376,0.001,,1.09,5.2,,0.891,0.109,,,,,,,,
